doi,clientId,publicationYear,resourceType,title,publisher,isPublisher,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi
10.5281/zenodo.1442692,cern.zenodo,2016,article-journal,Gender Diversity And Team Science. Conceptual Framework.,Zenodo,0,1,0,1,0
10.5281/zenodo.1442691,cern.zenodo,2016,article-journal,Gender Diversity And Team Science. Conceptual Framework.,Zenodo,0,1,0,0,1
10.5281/zenodo.1442714,cern.zenodo,2018,article-journal,Survey Analysis And Performance Indicator Research Report,Zenodo,0,1,0,1,0
10.5281/zenodo.1442713,cern.zenodo,2019,article-journal,Survey Analysis and Performance Indicator Research Report,Zenodo,0,1,0,0,1
10.5281/zenodo.1473419,cern.zenodo,2017,report,Youthblocs _ D.3.1 and D.3.2 _ Reports on the case studies,Zenodo,0,1,0,1,0
10.5281/zenodo.1473418,cern.zenodo,2017,report,Youthblocs _ D.3.1 and D.3.2 _ Reports on the case studies,Zenodo,0,1,0,0,1
10.5281/zenodo.1473431,cern.zenodo,2016,report,Youthblocs_ D.1.1 _State of the Art on Youth and Illegal Political Involvement,Zenodo,0,1,0,1,0
10.5281/zenodo.1473430,cern.zenodo,2016,report,Youthblocs_ D.1.1 _State of the Art on Youth and Illegal Political Involvement,Zenodo,0,1,0,0,0
10.5281/zenodo.1473499,cern.zenodo,2018,report,Youthblocs D.5.3. Final report MSCA - IF,Zenodo,0,1,0,1,0
10.5281/zenodo.1473498,cern.zenodo,2018,report,Youthblocs D.5.3. Final report MSCA - IF,Zenodo,0,1,0,0,1
10.5281/zenodo.1473515,cern.zenodo,2018,report,Youthblocs D4.2 - Report on Intergenerational relationships,Zenodo,0,1,0,1,0
10.5281/zenodo.1473514,cern.zenodo,2018,report,Youthblocs D4.2 - Report on Intergenerational relationships,Zenodo,0,1,0,0,1
10.5281/zenodo.1450536,cern.zenodo,2018,dataset,Youthblocs_Dataset,Zenodo,0,1,0,1,0
10.5281/zenodo.1450535,cern.zenodo,2018,dataset,Youthblocs_Dataset,Zenodo,0,1,0,0,1
10.5281/zenodo.1489896,cern.zenodo,2018,dataset,"Örebro University basement SLAM dataset - Radar, Velodyne",Zenodo,0,1,0,1,0
10.5281/zenodo.1489895,cern.zenodo,2018,dataset,"Örebro University basement SLAM dataset - Radar, Velodyne",Zenodo,0,1,0,0,1
10.5281/zenodo.1489911,cern.zenodo,2018,dataset,"Dortmund Slam Dataset - Radar, Velodyne",Zenodo,0,1,0,1,0
10.5281/zenodo.1489910,cern.zenodo,2018,dataset,"Dortmund Slam Dataset - Radar, Velodyne",Zenodo,0,1,0,0,1
10.5281/zenodo.1489923,cern.zenodo,2018,dataset,"Hannover University Slam Dataset - Radar, Velodyne",Zenodo,0,1,0,0,1
10.5281/zenodo.1489924,cern.zenodo,2018,dataset,"Hannover University Slam Dataset - Radar, Velodyne",Zenodo,0,1,0,1,0
10.5281/zenodo.2545196,cern.zenodo,2019,dataset,GEDII Survey on Research Teams Dataset,Zenodo,0,1,0,1,0
10.5281/zenodo.2545195,cern.zenodo,2019,dataset,GEDII Survey on Research Teams Dataset,Zenodo,0,1,0,0,1
10.5281/zenodo.2546551,cern.zenodo,2019,article-journal,Survey Analysis and Performance Indicator Research Report,Zenodo,0,1,0,1,0
10.5281/zenodo.2557380,cern.zenodo,2019,article-journal,Policy Briefs / Impact Factsheets,Zenodo,0,1,0,1,0
10.5281/zenodo.2557379,cern.zenodo,2019,article-journal,Policy Briefs / Impact Factsheets,Zenodo,0,1,0,0,1
10.3886/icpsr37137.v2,gesis.icpsr,2018,dataset,"Processes Influencing Democratic Ownership and Participation (PIDOP) in nine European Countries, 2009-2012",ICPSR - Interuniversity Consortium for Political and Social Research,0,1,0,1,0
10.5281/zenodo.2574036,cern.zenodo,2019,dataset,Ground truth matches between maps with high disparity,Zenodo,0,1,0,1,0
10.5281/zenodo.2574035,cern.zenodo,2019,dataset,Ground truth matches between maps with high disparity,Zenodo,0,1,0,0,1
10.5281/zenodo.2638058,cern.zenodo,2024,article,TRIQS/tprf: Version 3.3.1,Zenodo,0,1,0,0,1
10.5061/dryad.k3c78v7,dryad.dryad,2019,dataset,Data from: Carbon use efficiency of mycorrhizal fungal mycelium increases during the growing season but decreases with forest age across a Pinus sylvestris chronosequence,Dryad,0,1,0,1,0
10.5281/zenodo.3539291,cern.zenodo,2019,article,FedericoPecora/coordination_oru: First release of the deadlock-avoiding and communication-uncertainty-aware algorithm,Zenodo,0,1,0,1,0
10.5281/zenodo.3539290,cern.zenodo,2021,article,FedericoPecora/coordination_oru: Current stable version,Zenodo,0,1,0,0,1
10.5281/zenodo.3553777,cern.zenodo,2019,article-journal,Survey Analysis and Performance Indicator Research Report,Zenodo,0,1,0,1,0
10.5281/zenodo.3575810,cern.zenodo,2019,article,FedericoPecora/coordination_oru udp-live-V1.1,Zenodo,0,1,0,1,0
10.5281/zenodo.3575848,cern.zenodo,2019,article,FedericoPecora/coordination_oru udp-live-V1.4,Zenodo,0,1,0,1,0
10.5281/zenodo.3579095,cern.zenodo,2019,article,FedericoPecora/coordination_oru udp-live-V1.5,Zenodo,0,1,0,1,0
10.13140/rg.2.2.23300.88967,rg.rg,2019,book,Transaktionella analyser av undervisning och lärande: SMED-studier 2006–2018 [Transactional analyses of teaching and learning: SMED-studies 2006–2018],Örebro University,1,0,0,1,0
10.5281/zenodo.3608051,cern.zenodo,2020,article,FedericoPecora/coordination_oru: Last version of master without UDP live functionality,Zenodo,0,1,0,1,0
10.5281/zenodo.3608875,cern.zenodo,2020,article,FedericoPecora/coordination_oru: Current stable release,Zenodo,0,1,0,1,0
10.5281/zenodo.3609522,cern.zenodo,2020,article,FedericoPecora/coordination_oru 0.5.2,Zenodo,0,1,0,1,0
10.5281/zenodo.3609857,cern.zenodo,2020,article,FedericoPecora/coordination_oru 0.5.3,Zenodo,0,1,0,1,0
10.5281/zenodo.3609941,cern.zenodo,2020,article,FedericoPecora/coordination_oru 0.5.4,Zenodo,0,1,0,1,0
10.5281/zenodo.3631771,cern.zenodo,2022,article,CARESSES Open Source Software,Zenodo,0,1,0,0,1
10.5281/zenodo.3631772,cern.zenodo,2020,article,CARESSES Open Source Software,Zenodo,0,1,0,1,0
10.6084/m9.figshare.c.4852728,figshare.ars,2020,article,"Body fat percentage and CRP correlates with a composite score of vascular risk markers in healthy, young adults - The Lifestyle, Biomarkers, and Atherosclerosis (LBA) study",figshare,0,1,0,1,0
10.5281/zenodo.3668102,cern.zenodo,2020,article,FedericoPecora/coordination_oru 0.5.5,Zenodo,0,1,0,1,0
10.6084/m9.figshare.11931642,figshare.ars,2020,article-journal,Associations of neural processing of reward with posttraumatic stress disorder and secondary psychotic symptoms in trauma-affected refugees,Taylor & Francis,0,1,0,1,0
10.6084/m9.figshare.11931642.v1,figshare.ars,2020,article-journal,Associations of neural processing of reward with posttraumatic stress disorder and secondary psychotic symptoms in trauma-affected refugees,Taylor & Francis,0,1,0,1,0
10.6084/m9.figshare.c.4892913,figshare.ars,2020,article,Age- and gender-specific trends in respiratory outpatient visits and diagnoses at a tertiary pediatric hospital in China: a 10-year retrospective study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.4892913.v1,figshare.ars,2020,article,Age- and gender-specific trends in respiratory outpatient visits and diagnoses at a tertiary pediatric hospital in China: a 10-year retrospective study,figshare,0,1,0,1,0
10.6084/m9.figshare.11979345,figshare.ars,2020,article-journal,Additional file 1 of Age- and gender-specific trends in respiratory outpatient visits and diagnoses at a tertiary pediatric hospital in China: a 10-year retrospective study,figshare,0,1,0,1,0
10.6084/m9.figshare.11979345.v1,figshare.ars,2020,article-journal,Additional file 1 of Age- and gender-specific trends in respiratory outpatient visits and diagnoses at a tertiary pediatric hospital in China: a 10-year retrospective study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.4852728.v3,figshare.ars,2020,article,"Body fat percentage and CRP correlates with a composite score of vascular risk markers in healthy, young adults - The Lifestyle, Biomarkers, and Atherosclerosis (LBA) study",figshare,0,1,0,1,0
10.6084/m9.figshare.12050310,figshare.ars,2020,article-journal,"Additional file 1 of Body fat percentage and CRP correlates with a composite score of vascular risk markers in healthy, young adults - The Lifestyle, Biomarkers, and Atherosclerosis (LBA) study",figshare,0,1,0,1,0
10.6084/m9.figshare.12050310.v1,figshare.ars,2020,article-journal,"Additional file 1 of Body fat percentage and CRP correlates with a composite score of vascular risk markers in healthy, young adults - The Lifestyle, Biomarkers, and Atherosclerosis (LBA) study",figshare,0,1,0,1,0
10.5281/zenodo.3841869,cern.zenodo,2020,article,FedericoPecora/coordination_oru 0.6,Zenodo,0,1,0,1,0
10.5281/zenodo.3907374,cern.zenodo,2020,article,FedericoPecora/coordination_oru: Current stable release,Zenodo,0,1,0,1,0
10.6084/m9.figshare.c.5088237,figshare.ars,2020,article,Characteristics of non-conveyed patients in emergency medical services (EMS): a one-year prospective descriptive and comparative study in a region of Sweden,figshare,0,1,0,1,0
10.6084/m9.figshare.c.5088237.v1,figshare.ars,2020,article,Characteristics of non-conveyed patients in emergency medical services (EMS): a one-year prospective descriptive and comparative study in a region of Sweden,figshare,0,1,0,1,0
10.5281/zenodo.4003857,cern.zenodo,2020,article-journal,Physical touch in nursing and nursing education – an integrative review,Zenodo,0,1,0,1,0
10.5281/zenodo.4003856,cern.zenodo,2020,article-journal,Physical touch in nursing and nursing education – an integrative review,Zenodo,0,1,0,0,0
10.6084/m9.figshare.12931905,figshare.ars,2020,article-journal,"Additional file 1 of Aspirin and other non-steroidal anti-inflammatory drugs and depression, anxiety, and stress-related disorders following a cancer diagnosis: a nationwide register-based cohort study",figshare,0,1,0,1,0
10.6084/m9.figshare.12931905.v1,figshare.ars,2020,article-journal,"Additional file 1 of Aspirin and other non-steroidal anti-inflammatory drugs and depression, anxiety, and stress-related disorders following a cancer diagnosis: a nationwide register-based cohort study",figshare,0,1,0,1,0
10.6084/m9.figshare.c.5115909,figshare.ars,2020,article,"Aspirin and other non-steroidal anti-inflammatory drugs and depression, anxiety, and stress-related disorders following a cancer diagnosis: a nationwide register-based cohort study",figshare,0,1,0,1,0
10.6084/m9.figshare.c.5115909.v1,figshare.ars,2020,article,"Aspirin and other non-steroidal anti-inflammatory drugs and depression, anxiety, and stress-related disorders following a cancer diagnosis: a nationwide register-based cohort study",figshare,0,1,0,1,0
10.5061/dryad.2z34tmpk0,dryad.dryad,2021,dataset,Anti-seizure medication use during pregnancy and risk of ASD and ADHD in children,Dryad,0,1,0,1,0
10.5281/zenodo.4106023,cern.zenodo,2020,article,FedericoPecora/coordination_oru: Current stable version,Zenodo,0,1,0,1,0
10.5281/zenodo.4423706,cern.zenodo,2021,article,FedericoPecora/coordination_oru: Current stable version -- Fixing gradle,Zenodo,0,1,0,1,0
10.5281/zenodo.4423844,cern.zenodo,2021,article,FedericoPecora/coordination_oru: Current stable version,Zenodo,0,1,0,1,0
10.6084/m9.figshare.c.5276110,figshare.ars,2021,article,"Reliability and validity of the Chinese version of the LMC Skills, Confidence &amp; Preparedness Index (SCPI) in patients with type 2 diabetes",figshare,0,1,0,1,0
10.6084/m9.figshare.c.5276110.v1,figshare.ars,2021,article,"Reliability and validity of the Chinese version of the LMC Skills, Confidence &amp; Preparedness Index (SCPI) in patients with type 2 diabetes",figshare,0,1,0,1,0
10.6084/m9.figshare.13619902,figshare.ars,2021,article-journal,"Additional file 1 of Reliability and validity of the Chinese version of the LMC Skills, Confidence &amp; Preparedness Index (SCPI) in patients with type 2 diabetes",figshare,0,1,0,1,0
10.6084/m9.figshare.13619902.v1,figshare.ars,2021,article-journal,"Additional file 1 of Reliability and validity of the Chinese version of the LMC Skills, Confidence &amp; Preparedness Index (SCPI) in patients with type 2 diabetes",figshare,0,1,0,1,0
10.5281/zenodo.4457404,cern.zenodo,2021,article,FedericoPecora/coordination_oru: Current stable version,Zenodo,0,1,0,1,0
10.6084/m9.figshare.c.5287341.v1,figshare.ars,2021,article,"Respiratory infections during lithium and valproate medication: a within-individual prospective study of 50,000 patients with bipolar disorder",figshare,0,1,0,1,0
10.6084/m9.figshare.c.5287341,figshare.ars,2021,article,"Respiratory infections during lithium and valproate medication: a within-individual prospective study of 50,000 patients with bipolar disorder",figshare,0,1,0,1,0
10.6084/m9.figshare.13671111,figshare.ars,2021,article-journal,"Additional file 1 of Respiratory infections during lithium and valproate medication: a within-individual prospective study of 50,000 patients with bipolar disorder",figshare,0,1,0,1,0
10.6084/m9.figshare.13671111.v1,figshare.ars,2021,article-journal,"Additional file 1 of Respiratory infections during lithium and valproate medication: a within-individual prospective study of 50,000 patients with bipolar disorder",figshare,0,1,0,1,0
10.5451/unibas-ep80836,ethz.unibas,2020,article-journal,"Gender equality through assimilation or recognition of plurality? Reflections on gender equality, equal opportunity and diversity policies at Swiss universities",Örebro University,1,0,0,1,0
10.6084/m9.figshare.c.5413897,figshare.ars,2021,article,Immunoglobulin A nephropathy and ischemic heart disease: a nationwide population-based cohort study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.5413897.v1,figshare.ars,2021,article,Immunoglobulin A nephropathy and ischemic heart disease: a nationwide population-based cohort study,figshare,0,1,0,1,0
10.6084/m9.figshare.14544745,figshare.ars,2021,article-journal,Additional file 1 of Immunoglobulin A nephropathy and ischemic heart disease: a nationwide population-based cohort study,figshare,0,1,0,1,0
10.6084/m9.figshare.14544745.v1,figshare.ars,2021,article-journal,Additional file 1 of Immunoglobulin A nephropathy and ischemic heart disease: a nationwide population-based cohort study,figshare,0,1,0,1,0
10.13140/rg.2.2.25615.30888,rg.rg,2021,article-journal,"Identification of organic contaminants in indoor dust by comprehensive target, suspect and nontarget screening analysis",Örebro University,1,0,0,1,0
10.6084/m9.figshare.15157918,figshare.ars,2021,article-journal,Perfluoroalkyl substances are increased in patients with late-onset ulcerative colitis and induce intestinal barrier defects <i>ex vivo</i> in murine intestinal tissue,Taylor & Francis,0,1,0,1,0
10.6084/m9.figshare.15157918.v1,figshare.ars,2021,article-journal,Perfluoroalkyl substances are increased in patients with late-onset ulcerative colitis and induce intestinal barrier defects <i>ex vivo</i> in murine intestinal tissue,Taylor & Francis,0,1,0,1,0
10.6084/m9.figshare.15833914,figshare.ars,2021,article-journal,"Clinical effectiveness of golimumab in ulcerative colitis: a prospective multicentre study based on the Swedish IBD Quality Register, SWIBREG",Taylor & Francis,0,1,0,1,0
10.6084/m9.figshare.15833914.v1,figshare.ars,2021,article-journal,"Clinical effectiveness of golimumab in ulcerative colitis: a prospective multicentre study based on the Swedish IBD Quality Register, SWIBREG",Taylor & Francis,0,1,0,1,0
10.5281/zenodo.5392881,cern.zenodo,2021,article,Developing mathematics education promoting equity and inclusion: Is it possible?,Zenodo,0,1,0,1,0
10.5281/zenodo.5392880,cern.zenodo,2021,article,Developing mathematics education promoting equity and inclusion: Is it possible?,Zenodo,0,1,0,0,1
10.6084/m9.figshare.c.5622500,figshare.ars,2021,article,Association between serum vitamin B12 and risk of all-cause mortality in elderly adults: a prospective cohort study,figshare,0,1,0,1,0
10.6084/m9.figshare.c.5622500.v1,figshare.ars,2021,article,Association between serum vitamin B12 and risk of all-cause mortality in elderly adults: a prospective cohort study,figshare,0,1,0,1,0
10.6084/m9.figshare.16633166,figshare.ars,2021,article-journal,Additional file 1 of Association between serum vitamin B12 and risk of all-cause mortality in elderly adults: a prospective cohort study,figshare,0,1,0,1,0
10.6084/m9.figshare.16633166.v1,figshare.ars,2021,article-journal,Additional file 1 of Association between serum vitamin B12 and risk of all-cause mortality in elderly adults: a prospective cohort study,figshare,0,1,0,1,0
10.6084/m9.figshare.16657365,figshare.ars,2021,article-journal,Use of classifiers to optimise the identification and characterisation of metastatic breast cancer in a nationwide administrative registry,Taylor & Francis,0,1,0,1,0
10.6084/m9.figshare.16657365.v1,figshare.ars,2021,article-journal,Use of classifiers to optimise the identification and characterisation of metastatic breast cancer in a nationwide administrative registry,Taylor & Francis,0,1,0,1,0
10.5281/zenodo.5529668,cern.zenodo,2021,article-journal,UniSAFE D3.1 Theoretical and conceptual framework,Zenodo,0,1,0,1,0
10.5281/zenodo.5529667,cern.zenodo,2021,article-journal,UniSAFE D3.1 Theoretical and conceptual framework,Zenodo,0,1,0,0,1
10.5281/zenodo.5534004,cern.zenodo,2021,report,UniSAFE National researcher report - Sweden,Zenodo,0,1,0,1,0
10.5281/zenodo.5534003,cern.zenodo,2021,report,UniSAFE National researcher report - Sweden,Zenodo,0,1,0,0,1
10.5281/zenodo.5595815,cern.zenodo,2021,article-journal,RESISTIRE D4.1 Qualitative indications of inequalities produced by COVID-19 and its policy responses. 1st cycle summary report,Zenodo,0,1,0,1,0
10.5281/zenodo.5595814,cern.zenodo,2021,article-journal,RESISTIRE D4.1 Qualitative indications of inequalities produced by COVID-19 and its policy responses. 1st cycle summary report,Zenodo,0,1,0,0,0
10.5281/zenodo.5608239,cern.zenodo,2021,article,Audio Examples for Stromberg &amp; Tiderman-Österberg: Duets with Nature,Zenodo,0,1,0,1,0
10.5281/zenodo.5608238,cern.zenodo,2021,article,Audio Examples for Stromberg &amp; Tiderman-Österberg: Duets with Nature,Zenodo,0,1,0,0,0
10.5281/zenodo.5608379,cern.zenodo,2021,article-journal,Duets with nature: How natural acoustics affect the experience of performing Nordic herding music in outdoor settings,Zenodo,0,1,0,1,0
10.5281/zenodo.5608378,cern.zenodo,2021,article-journal,Duets with nature: How natural acoustics affect the experience of performing Nordic herding music in outdoor settings,Zenodo,0,1,0,0,0
10.5281/zenodo.5638545,cern.zenodo,2021,article,marc-hanheide/TMuLE: 1.5.8,Zenodo,0,1,0,1,0
10.5281/zenodo.5638544,cern.zenodo,2022,article,marc-hanheide/TMuLE: 1.5.9,Zenodo,0,1,0,0,1
10.6084/m9.figshare.16964711,figshare.ars,2021,article-journal,The impact of cardiovascular diseases on hearing deterioration: a 13-year follow-up study,Taylor & Francis,0,1,0,1,0
10.6084/m9.figshare.16964711.v1,figshare.ars,2021,article-journal,The impact of cardiovascular diseases on hearing deterioration: a 13-year follow-up study,Taylor & Francis,0,1,0,1,0
10.5281/zenodo.5780037,cern.zenodo,2021,article-journal,UniSAFE D3.2 Report on the European Policy Baseline,Zenodo,0,1,0,1,0
10.5281/zenodo.5780036,cern.zenodo,2021,article-journal,UniSAFE D3.2 Report on the European Policy Baseline,Zenodo,0,1,0,0,1
10.5281/zenodo.5789230,cern.zenodo,2021,article-journal,RESISTIRE D6.1 Report on solutions cycle 1,Zenodo,0,1,0,1,0
10.5281/zenodo.5789229,cern.zenodo,2021,article-journal,RESISTIRE D6.1 Report on solutions cycle 1,Zenodo,0,1,0,0,0
10.48448/gwar-bp70,undsci.oopmau,2020,article,"Cognitive Vision and Perception: Deep Semantics Integrating AI and Vision for (Declarative) Reasoning about Space, Action, and Motion",Underline Science Inc.,0,1,0,1,0
10.48448/07b1-1308,undsci.oopmau,2020,article,Towards Causal Knowledge Graphs - Position Paper,Underline Science Inc.,0,1,0,1,0
10.48448/2h6h-wn55,undsci.oopmau,2020,article,Cognitive Vision: On Deep Semantics for Explainable Visuospatial Computing,Underline Science Inc.,0,1,0,1,0
10.48448/fcy7-0j16,undsci.oopmau,2020,article,Towards a Human-Centred Cognitive Model of Visuospatial Complexity in Everyday Driving,Underline Science Inc.,0,1,0,1,0
10.6084/m9.figshare.c.5796700,figshare.ars,2022,article,NSAID use and unnatural deaths after cancer diagnosis: a nationwide cohort study in Sweden,figshare,0,1,0,1,0
10.6084/m9.figshare.18585772.v1,figshare.ars,2022,article-journal,Additional file 1 of NSAID use and unnatural deaths after cancer diagnosis: a nationwide cohort study in Sweden,figshare,0,1,0,1,0
10.6084/m9.figshare.18585772,figshare.ars,2022,article-journal,Additional file 1 of NSAID use and unnatural deaths after cancer diagnosis: a nationwide cohort study in Sweden,figshare,0,1,0,1,0
10.6084/m9.figshare.c.5796700.v1,figshare.ars,2022,article,NSAID use and unnatural deaths after cancer diagnosis: a nationwide cohort study in Sweden,figshare,0,1,0,1,0
10.5281/zenodo.5902976,cern.zenodo,2022,article,marc-hanheide/TMuLE: 1.5.9,Zenodo,0,1,0,1,0
10.48448/6kf4-ws04,undsci.oopmau,2020,article,Towards Human-Based Models of Behaviour in Social Robots: Exploring Age-Related Differences in the Processing of Gaze Cues in Human-Robot Interaction,Underline Science Inc.,0,1,0,1,0
10.48448/cg9k-df71,undsci.oopmau,2021,article,"Visuo-Locomotive Update in the Wild: The Role of (Un)Familiarity in Choice of Navigation Strategy, and its Application in Computational Spatial Design",Underline Science Inc.,0,1,0,1,0
10.6084/m9.figshare.19121701,figshare.ars,2022,article-journal,RT-PCR cycle threshold value in combination with visual scoring of chest computed tomography at hospital admission predicts outcome in COVID-19,Taylor & Francis,0,1,0,1,0
10.6084/m9.figshare.19121701.v1,figshare.ars,2022,article-journal,RT-PCR cycle threshold value in combination with visual scoring of chest computed tomography at hospital admission predicts outcome in COVID-19,Taylor & Francis,0,1,0,1,0
10.48448/q940-2389,undsci.oopmau,2021,article,HOB-13  Ultrafast magnetization dynamics in half-metallic Co2FeAl Heusler alloy,Underline Science Inc.,0,1,0,1,0
10.6084/m9.figshare.c.5914795,figshare.ars,2022,article,Interpreter-mediated interactions between people using a signed respective spoken language across distances in real time: a scoping review,figshare,0,1,0,1,0
10.6084/m9.figshare.c.5914795.v1,figshare.ars,2022,article,Interpreter-mediated interactions between people using a signed respective spoken language across distances in real time: a scoping review,figshare,0,1,0,1,0
10.6084/m9.figshare.19418272,figshare.ars,2022,article-journal,Additional file 1 of Interpreter-mediated interactions between people using a signed respective spoken language across distances in real time: a scoping review,figshare,0,1,0,1,0
10.6084/m9.figshare.19418272.v1,figshare.ars,2022,article-journal,Additional file 1 of Interpreter-mediated interactions between people using a signed respective spoken language across distances in real time: a scoping review,figshare,0,1,0,1,0
10.5281/zenodo.6353925,cern.zenodo,2022,report,"Rapportering av projektet Forskares behov av lagringslösningar för forskningsdata – ett samarbete mellan SNIC, SND, SUNET, Chalmers tekniska högskola och Örebro universitet",Zenodo,0,1,0,1,0
10.5281/zenodo.6353924,cern.zenodo,2022,report,"Rapportering av projektet Forskares behov av lagringslösningar för forskningsdata – ett samarbete mellan SNIC, SND, SUNET, Chalmers tekniska högskola och Örebro universitet",Zenodo,0,1,0,0,0
10.6084/m9.figshare.c.5919469,figshare.ars,2022,article,Cerebrospinal fluid tau levels are associated with abnormal neuronal plasticity markers in Alzheimer’s disease,figshare,0,1,0,1,0
10.6084/m9.figshare.c.5919469.v1,figshare.ars,2022,article,Cerebrospinal fluid tau levels are associated with abnormal neuronal plasticity markers in Alzheimer’s disease,figshare,0,1,0,1,0
10.6084/m9.figshare.19445893.v1,figshare.ars,2022,article-journal,Additional file 2 of Cerebrospinal fluid tau levels are associated with abnormal neuronal plasticity markers in Alzheimer’s disease,figshare,0,1,0,1,0
10.6084/m9.figshare.19445890.v1,figshare.ars,2022,dataset,Additional file 1 of Cerebrospinal fluid tau levels are associated with abnormal neuronal plasticity markers in Alzheimer’s disease,figshare,0,1,0,1,0
10.6084/m9.figshare.19445890,figshare.ars,2022,dataset,Additional file 1 of Cerebrospinal fluid tau levels are associated with abnormal neuronal plasticity markers in Alzheimer’s disease,figshare,0,1,0,1,0
