doi,publicationYear,resourceType,title,publisher,createdAt,updatedAt,isPublisher,isFunder,haveCreatorAffiliation,haveContributorAffiliation,isLatestVersion,isConceptDoi,matchPublisherRor,matchCreatorAffiliationRor,matchContributorAffiliationRor,matchFunderRor,matchPublisherName,matchCreatorName,matchContributorName,matchFunderName,inDataCite,inOpenAire,inOpenAlex,inCrossRef,dataCiteClientId,dataCiteClientName,dataCiteCitationCount,dataCiteReferenceCount,dataCiteViewCount,dataCiteDownloadCount,openAireBestAccessRight,openAireIndicatorsUsageCountsDownloads,openAireIndicatorsUsageCountsViews,openAireId,openAlexId,openAlexCitedByCount,openAlexReferencedWorksCount,titleWordCount,referencedByDoi,dataCiteClientType
10.6084/m9.figshare.c.5765552.v1,2021,Collection,"Cerebral small vessel disease, cardiovascular risk factors, and future walking speed in old age: a population-based cohort study",figshare,2021-12-24T04:17:48Z,2024-03-22T18:41:13Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,18,,repository
10.6084/m9.figshare.c.5865769,2022,Collection,"Interchangeability and optimization of heart rate methods for estimating oxygen uptake in ergometer cycling, level treadmill walking and running",figshare,2022-02-28T04:14:20Z,2022-02-28T04:14:28Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,19,10.1186/s12874-022-01524-w,repository
10.6084/m9.figshare.c.5865769.v1,2022,Collection,"Interchangeability and optimization of heart rate methods for estimating oxygen uptake in ergometer cycling, level treadmill walking and running",figshare,2022-02-28T04:14:21Z,2022-02-28T04:14:29Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,19,10.1186/s12874-022-01524-w,repository
10.6084/m9.figshare.19246594,2022,Text,"Additional file 2 of Interchangeability and optimization of heart rate methods for estimating oxygen uptake in ergometer cycling, level treadmill walking and running",figshare,2022-02-28T04:16:09Z,2022-02-28T04:16:23Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,23,10.1186/s12874-022-01524-w,repository
10.6084/m9.figshare.19246588,2022,Text,"Additional file 1 of Interchangeability and optimization of heart rate methods for estimating oxygen uptake in ergometer cycling, level treadmill walking and running",figshare,2022-02-28T04:16:10Z,2022-02-28T04:16:21Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,23,10.1186/s12874-022-01524-w,repository
10.6084/m9.figshare.19246588.v1,2022,Text,"Additional file 1 of Interchangeability and optimization of heart rate methods for estimating oxygen uptake in ergometer cycling, level treadmill walking and running",figshare,2022-02-28T04:16:11Z,2022-02-28T04:16:21Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,23,10.1186/s12874-022-01524-w,repository
10.6084/m9.figshare.19246594.v1,2022,Text,"Additional file 2 of Interchangeability and optimization of heart rate methods for estimating oxygen uptake in ergometer cycling, level treadmill walking and running",figshare,2022-02-28T04:16:12Z,2022-02-28T04:16:25Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,23,10.1186/s12874-022-01524-w,repository
10.6084/m9.figshare.19246597,2022,Text,"Additional file 3 of Interchangeability and optimization of heart rate methods for estimating oxygen uptake in ergometer cycling, level treadmill walking and running",figshare,2022-02-28T04:16:13Z,2022-02-28T04:16:25Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,23,10.1186/s12874-022-01524-w,repository
10.6084/m9.figshare.19246597.v1,2022,Text,"Additional file 3 of Interchangeability and optimization of heart rate methods for estimating oxygen uptake in ergometer cycling, level treadmill walking and running",figshare,2022-02-28T04:16:16Z,2022-02-28T04:16:25Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,23,10.1186/s12874-022-01524-w,repository
10.5061/dryad.p5hqbzkrk,2022,Dataset,"Six-month stability of individual differences in sports coaches’ burnout, self-compassion and social support",Dryad,2022-06-13T13:54:31Z,2025-12-07T07:33:01Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,dryad.dryad,DRYAD,1,0,280,72,,15,23,,,,,13,,repository
10.6084/m9.figshare.c.6065245,2022,Collection,Convergent validity of commonly used questions assessing physical activity and sedentary time in Swedish patients after myocardial infarction,figshare,2022-06-27T04:33:35Z,2022-06-27T04:33:37Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,18,10.1186/s13102-022-00509-y,repository
10.6084/m9.figshare.c.6065245.v1,2022,Collection,Convergent validity of commonly used questions assessing physical activity and sedentary time in Swedish patients after myocardial infarction,figshare,2022-06-27T04:33:35Z,2022-06-27T04:33:39Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,18,10.1186/s13102-022-00509-y,repository
10.6084/m9.figshare.20155585,2022,Dataset,Additional file 1 of Convergent validity of commonly used questions assessing physical activity and sedentary time in Swedish patients after myocardial infarction,figshare,2022-06-27T04:33:37Z,2022-06-27T04:33:52Z,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,https://openalex.org/W4394550566,0,0,22,10.1186/s13102-022-00509-y,repository
10.6084/m9.figshare.20155585.v1,2022,Dataset,Additional file 1 of Convergent validity of commonly used questions assessing physical activity and sedentary time in Swedish patients after myocardial infarction,figshare,2022-06-27T04:33:38Z,2022-06-27T04:33:53Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,22,10.1186/s13102-022-00509-y,repository
10.6084/m9.figshare.20155588,2022,Text,Additional file 2 of Convergent validity of commonly used questions assessing physical activity and sedentary time in Swedish patients after myocardial infarction,figshare,2022-06-27T04:33:40Z,2022-06-27T04:33:53Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,22,10.1186/s13102-022-00509-y,repository
10.6084/m9.figshare.20155588.v1,2022,Text,Additional file 2 of Convergent validity of commonly used questions assessing physical activity and sedentary time in Swedish patients after myocardial infarction,figshare,2022-06-27T04:33:40Z,2022-06-27T04:33:54Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,22,10.1186/s13102-022-00509-y,repository
10.6084/m9.figshare.20155591,2022,Dataset,Additional file 3 of Convergent validity of commonly used questions assessing physical activity and sedentary time in Swedish patients after myocardial infarction,figshare,2022-06-27T04:33:43Z,2022-06-27T04:33:53Z,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,https://openalex.org/W4394478426,0,0,22,10.1186/s13102-022-00509-y,repository
10.6084/m9.figshare.20155591.v1,2022,Dataset,Additional file 3 of Convergent validity of commonly used questions assessing physical activity and sedentary time in Swedish patients after myocardial infarction,figshare,2022-06-27T04:33:44Z,2022-06-27T04:33:55Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,22,10.1186/s13102-022-00509-y,repository
10.6084/m9.figshare.20155594,2022,Dataset,Additional file 4 of Convergent validity of commonly used questions assessing physical activity and sedentary time in Swedish patients after myocardial infarction,figshare,2022-06-27T04:33:45Z,2022-06-27T04:33:55Z,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,https://openalex.org/W4394465297,0,0,22,10.1186/s13102-022-00509-y,repository
10.6084/m9.figshare.20155594.v1,2022,Dataset,Additional file 4 of Convergent validity of commonly used questions assessing physical activity and sedentary time in Swedish patients after myocardial infarction,figshare,2022-06-27T04:33:47Z,2022-06-27T04:33:55Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,22,10.1186/s13102-022-00509-y,repository
10.6084/m9.figshare.21500740,2022,Text,"Additional file 1 of Associations of impulsivity, hyperactivity, and inattention with nonsuicidal self-injury and suicidal behavior: longitudinal cohort study following children at risk for neurodevelopmental disorders into mid-adolescence",figshare,2022-11-04T08:07:38Z,2024-08-16T06:56:24Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,54,0,0,,,,,,,,28,,repository
10.6084/m9.figshare.21500740.v1,2022,Text,"Additional file 1 of Associations of impulsivity, hyperactivity, and inattention with nonsuicidal self-injury and suicidal behavior: longitudinal cohort study following children at risk for neurodevelopmental disorders into mid-adolescence",figshare,2022-11-04T08:07:38Z,2024-08-16T06:56:24Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,54,0,0,,,,,,,,28,,repository
10.6084/m9.figshare.c.6282433,2022,Collection,"Associations of impulsivity, hyperactivity, and inattention with nonsuicidal self-injury and suicidal behavior: longitudinal cohort study following children at risk for neurodevelopmental disorders into mid-adolescence",figshare,2022-11-04T08:07:39Z,2024-08-16T06:56:24Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,24,,repository
10.6084/m9.figshare.c.6282433.v1,2022,Collection,"Associations of impulsivity, hyperactivity, and inattention with nonsuicidal self-injury and suicidal behavior: longitudinal cohort study following children at risk for neurodevelopmental disorders into mid-adolescence",figshare,2022-11-04T08:07:39Z,2024-08-16T06:56:24Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,24,,repository
10.6084/m9.figshare.21507403,2022,Text,Additional file 1 of A Simple Model for Diagnosis of Maladaptations to Exercise Training,figshare,2022-11-06T04:24:07Z,2022-11-06T04:24:08Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,14,10.1186/s40798-022-00523-x,repository
10.6084/m9.figshare.21507403.v1,2022,Text,Additional file 1 of A Simple Model for Diagnosis of Maladaptations to Exercise Training,figshare,2022-11-06T04:24:07Z,2022-11-06T04:24:08Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,14,10.1186/s40798-022-00523-x,repository
10.6084/m9.figshare.c.6284536,2022,Collection,A Simple Model for Diagnosis of Maladaptations to Exercise Training,figshare,2022-11-06T04:24:07Z,2022-11-06T04:24:13Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,10,10.1186/s40798-022-00523-x,repository
10.6084/m9.figshare.c.6284536.v1,2022,Collection,A Simple Model for Diagnosis of Maladaptations to Exercise Training,figshare,2022-11-06T04:24:07Z,2022-11-06T04:24:11Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,10,10.1186/s40798-022-00523-x,repository
10.6084/m9.figshare.22604462,2023,Text,"Additional file 1 of COVID-19 induced changes in physical activity patterns, screen time and sleep among Swedish adolescents - a cohort study",figshare,2023-04-13T10:37:10Z,2023-04-13T10:37:12Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,22,10.1186/s12889-023-15282-x,repository
10.6084/m9.figshare.22604462.v1,2023,Text,"Additional file 1 of COVID-19 induced changes in physical activity patterns, screen time and sleep among Swedish adolescents - a cohort study",figshare,2023-04-13T10:37:10Z,2023-04-13T10:37:13Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,22,10.1186/s12889-023-15282-x,repository
10.6084/m9.figshare.22604465,2023,Text,"Additional file 2 of COVID-19 induced changes in physical activity patterns, screen time and sleep among Swedish adolescents - a cohort study",figshare,2023-04-13T10:37:11Z,2023-04-13T10:37:13Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,22,10.1186/s12889-023-15282-x,repository
10.6084/m9.figshare.22604465.v1,2023,Text,"Additional file 2 of COVID-19 induced changes in physical activity patterns, screen time and sleep among Swedish adolescents - a cohort study",figshare,2023-04-13T10:37:11Z,2023-04-13T10:37:13Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,22,10.1186/s12889-023-15282-x,repository
10.6084/m9.figshare.c.6579770,2023,Collection,"COVID-19 induced changes in physical activity patterns, screen time and sleep among Swedish adolescents - a cohort study",figshare,2023-04-13T10:37:13Z,2023-04-13T10:37:15Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,18,10.1186/s12889-023-15282-x,repository
10.6084/m9.figshare.c.6579770.v1,2023,Collection,"COVID-19 induced changes in physical activity patterns, screen time and sleep among Swedish adolescents - a cohort study",figshare,2023-04-13T10:37:13Z,2023-04-13T10:37:15Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,18,10.1186/s12889-023-15282-x,repository
10.6084/m9.figshare.22621018,2023,Text,Additional file 1 of Parents’ experiences of participating in the Healthy School Start Plus programme – a qualitative study,figshare,2023-04-13T14:56:50Z,2023-04-13T14:56:51Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,19,10.1186/s12889-023-15552-8,repository
10.6084/m9.figshare.22621018.v1,2023,Text,Additional file 1 of Parents’ experiences of participating in the Healthy School Start Plus programme – a qualitative study,figshare,2023-04-13T14:56:50Z,2023-04-13T14:56:51Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,19,10.1186/s12889-023-15552-8,repository
10.6084/m9.figshare.c.6592939,2023,Collection,Parents’ experiences of participating in the Healthy School Start Plus programme – a qualitative study,figshare,2023-04-13T14:56:51Z,2023-04-13T14:56:52Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,15,10.1186/s12889-023-15552-8,repository
10.6084/m9.figshare.c.6592939.v1,2023,Collection,Parents’ experiences of participating in the Healthy School Start Plus programme – a qualitative study,figshare,2023-04-13T14:56:51Z,2023-04-13T14:56:52Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,15,10.1186/s12889-023-15552-8,repository
10.6084/m9.figshare.22623460,2023,Text,"Additional file 1 of Lifestyle-related habits and factors before and after cardiovascular diagnosis: a case control study among 2,548 Swedish individuals",figshare,2023-04-13T15:50:10Z,2023-04-13T15:50:13Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,21,10.1186/s12966-023-01446-w,repository
10.6084/m9.figshare.22623460.v1,2023,Text,"Additional file 1 of Lifestyle-related habits and factors before and after cardiovascular diagnosis: a case control study among 2,548 Swedish individuals",figshare,2023-04-13T15:50:10Z,2023-04-13T15:50:12Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,0,0,0,,,,,,,,21,10.1186/s12966-023-01446-w,repository
10.6084/m9.figshare.22623463,2023,Dataset,"Additional file 2 of Lifestyle-related habits and factors before and after cardiovascular diagnosis: a case control study among 2,548 Swedish individuals",figshare,2023-04-13T15:50:11Z,2023-04-13T15:50:13Z,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,https://openalex.org/W4394487835,0,0,21,10.1186/s12966-023-01446-w,repository
10.6084/m9.figshare.22623463.v1,2023,Dataset,"Additional file 2 of Lifestyle-related habits and factors before and after cardiovascular diagnosis: a case control study among 2,548 Swedish individuals",figshare,2023-04-13T15:50:11Z,2023-04-13T15:50:14Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,21,10.1186/s12966-023-01446-w,repository
10.6084/m9.figshare.c.6594907,2023,Collection,"Lifestyle-related habits and factors before and after cardiovascular diagnosis: a case control study among 2,548 Swedish individuals",figshare,2023-04-13T15:50:12Z,2023-04-13T15:50:13Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,17,10.1186/s12966-023-01446-w,repository
10.6084/m9.figshare.c.6594907.v1,2023,Collection,"Lifestyle-related habits and factors before and after cardiovascular diagnosis: a case control study among 2,548 Swedish individuals",figshare,2023-04-13T15:50:12Z,2023-04-13T15:50:14Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,figshare.ars,figshare Academic Research System,0,0,0,0,OPEN,,,,,,,17,10.1186/s12966-023-01446-w,repository
10.5061/dryad.866t1g1vt,2023,Dataset,Data for: Mobility of the human foot's medial arch helps enables upright bipedal locomotion,Dryad,2023-04-20T17:12:18Z,2025-12-07T11:52:24Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,,,dryad.dryad,DRYAD,2,0,148,17,,1,4,,,,,14,,repository
10.5281/zenodo.7819645,2023,Software,Data for: Mobility of the human foot's medial arch helps enables upright bipedal locomotion,Zenodo,2023-04-20T17:12:49Z,2023-04-20T17:12:50Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,cern.zenodo,Zenodo,0,0,0,0,,,,,,,,14,10.5061/dryad.866t1g1vt,repository
10.5281/zenodo.7819644,2023,Software,Data for: Mobility of the human foot's medial arch helps enables upright bipedal locomotion,Zenodo,2023-04-20T17:12:50Z,2023-04-20T17:12:51Z,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,cern.zenodo,Zenodo,0,0,0,0,,,,,,,,14,10.5061/dryad.866t1g1vt,repository
10.6084/m9.figshare.23714101,2023,Text,"Additional file 1 of Random capillary glucose levels throughout pregnancy, obstetric and neonatal outcomes, and long-term neurodevelopmental conditions in children: a group-based trajectory analysis",figshare,2023-07-20T03:19:17Z,2024-02-09T13:43:38Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,53,0,0,,,,,,,,24,,repository
10.6084/m9.figshare.23714101.v1,2023,Text,"Additional file 1 of Random capillary glucose levels throughout pregnancy, obstetric and neonatal outcomes, and long-term neurodevelopmental conditions in children: a group-based trajectory analysis",figshare,2023-07-20T03:19:17Z,2024-02-09T13:43:38Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,53,0,0,,,,,,,,24,,repository
10.6084/m9.figshare.23714104,2023,Text,"Additional file 2 of Random capillary glucose levels throughout pregnancy, obstetric and neonatal outcomes, and long-term neurodevelopmental conditions in children: a group-based trajectory analysis",figshare,2023-07-20T03:19:20Z,2024-02-09T13:43:27Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,53,0,0,,,,,,,,24,,repository
10.6084/m9.figshare.23714104.v1,2023,Text,"Additional file 2 of Random capillary glucose levels throughout pregnancy, obstetric and neonatal outcomes, and long-term neurodevelopmental conditions in children: a group-based trajectory analysis",figshare,2023-07-20T03:19:20Z,2024-02-09T12:13:45Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,53,0,0,,,,,,,,24,,repository
10.6084/m9.figshare.23714107.v1,2023,Text,"Additional file 3 of Random capillary glucose levels throughout pregnancy, obstetric and neonatal outcomes, and long-term neurodevelopmental conditions in children: a group-based trajectory analysis",figshare,2023-07-20T03:19:20Z,2024-02-09T12:13:41Z,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,figshare.ars,figshare Academic Research System,0,53,0,0,,,,,,,,24,,repository
